taxonID,isMarine,isFreshwater,isTerrestrial
alien-herpetofauna-belgium:taxon:7fb8eb61b344870fd5c213fb758ced9f,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:8a73e9512915fc9323a66e184153b12d,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:8af8066994b713cf090e576eb71c0ec8,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:8ede2894773606a7de58434a57249916,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:9103d24bd38c199b9bfb760a140d9c22,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:93f032ef550764f09f06b824bfe26168,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:942b9af8aae3ca69d2016d7960dc6956,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:94ea9f049eededaa180f694e63d1d3b1,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:98508dcb90614aaaa27694fb8811b7f5,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:9934d40be84374769038fa5ad2b00afe,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:9c2b9edf5a172a0a478508f6222e219d,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:a2f6659d4f35ebf54be57458b7ff1e3a,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:a3bfde56eee7e6b09c5248291b4951d4,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:a4c9bbe8492ef7ef785100821f0c72ec,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:a62288431e07ca1ed25a5197d12e85aa,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:a8227b4300e97b359e0f92eea126b814,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:a8d22ed9e734acf1498bb6dc78a2dab8,FALSE,FALSE,TRUE
