taxonID,description,type,language
alien-herpetofauna-belgium:taxon:d72168ac44c60424d6781eb17fff357e,Australia,native range,en
alien-herpetofauna-belgium:taxon:d98583b9eb43e884fdb10e6db7cf0d50,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:d98583b9eb43e884fdb10e6db7cf0d50,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:d98583b9eb43e884fdb10e6db7cf0d50,Europe,native range,en
alien-herpetofauna-belgium:taxon:db2e5b8fb798afe736d22f7ae3c1a3e3,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:db2e5b8fb798afe736d22f7ae3c1a3e3,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:de10c9dd3e8845310c5f50ba9677691e,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:de10c9dd3e8845310c5f50ba9677691e,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:de10c9dd3e8845310c5f50ba9677691e,Madagascar,native range,en
alien-herpetofauna-belgium:taxon:df7a6aafcefb4823202aa3bfe6f8ad59,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:df7a6aafcefb4823202aa3bfe6f8ad59,Asia | Introduced elsewhere,native range,en
alien-herpetofauna-belgium:taxon:e2ebcc22f42f1657be8bd16ffcf20406,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:e2ebcc22f42f1657be8bd16ffcf20406,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:e2ebcc22f42f1657be8bd16ffcf20406,North America,native range,en
alien-herpetofauna-belgium:taxon:e3183249eb168863b68db6b070f2b724,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:e3183249eb168863b68db6b070f2b724,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:e3183249eb168863b68db6b070f2b724,Asia,native range,en
alien-herpetofauna-belgium:taxon:e4e0c83e09cbcdffaea058abdfcfb10d,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:e4e0c83e09cbcdffaea058abdfcfb10d,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:e4e0c83e09cbcdffaea058abdfcfb10d,North America,native range,en
alien-herpetofauna-belgium:taxon:e718a5157d8df94fca60e574b75e76af,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:e718a5157d8df94fca60e574b75e76af,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:e718a5157d8df94fca60e574b75e76af,Central America,native range,en
alien-herpetofauna-belgium:taxon:e8398ebb5bc90926dc173029b4791ee0,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:e8398ebb5bc90926dc173029b4791ee0,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:e8398ebb5bc90926dc173029b4791ee0,Kenya | Uganda,native range,en
alien-herpetofauna-belgium:taxon:ef3160b26c1f70d22f528507d9946a05,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:ef3160b26c1f70d22f528507d9946a05,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:ef3160b26c1f70d22f528507d9946a05,Europe | Asia,native range,en
alien-herpetofauna-belgium:taxon:efa6a6192af8fd2b5b8d4a1ea1b5f0e0,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:efa6a6192af8fd2b5b8d4a1ea1b5f0e0,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:efa6a6192af8fd2b5b8d4a1ea1b5f0e0,Europe | Africa | Asia,native range,en
alien-herpetofauna-belgium:taxon:f071e3c4f985f734e14d7e4b72e971b9,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:f071e3c4f985f734e14d7e4b72e971b9,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:f071e3c4f985f734e14d7e4b72e971b9,North America,native range,en
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,established,degree of establishment,en
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,stowaway_other | escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,Europe | Asia,native range,en
alien-herpetofauna-belgium:taxon:f43bb2ef0ffab0a3694bd861aadfa309,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:f43bb2ef0ffab0a3694bd861aadfa309,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:f43bb2ef0ffab0a3694bd861aadfa309,Middle east,native range,en
alien-herpetofauna-belgium:taxon:f449e769066c3570ca3f117256bb4198,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:f449e769066c3570ca3f117256bb4198,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:f449e769066c3570ca3f117256bb4198,Africa,native range,en
alien-herpetofauna-belgium:taxon:f4561399bd74e378c067a6b25a55eaf7,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:f4561399bd74e378c067a6b25a55eaf7,Bahamas | Cuba | US | Introduced elsewhere,native range,en
alien-herpetofauna-belgium:taxon:f9b512426db4c11d2a70ba8845c078ac,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:f9b512426db4c11d2a70ba8845c078ac,escape_pet | release_other,introduction pathway,en
alien-herpetofauna-belgium:taxon:f9b512426db4c11d2a70ba8845c078ac,Africa,native range,en
alien-herpetofauna-belgium:taxon:fe3943e51c122fc7f07fc844afaa42a8,casual,degree of establishment,en
alien-herpetofauna-belgium:taxon:fe3943e51c122fc7f07fc844afaa42a8,escape_pet | release_other,introduction pathway,en
