taxonID,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
alien-herpetofauna-belgium:taxon:4ce7318f8fdf13ef348aaf364126913d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:51c001f265c9a71e54b3560f72b04361,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,containerBulk,2017/2017,"Jooris, R. & Lehouck, M. (2007). De Muurhagedis in Vlaanderen. Natuur.focus 6(4):123-129 | SOS reptiel",Container with stone from India
alien-herpetofauna-belgium:taxon:535325733bc0d2de792c94db229f6236,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,otherTransport,2018/2018,"Graitson, Paquet and Verbelen, 2021",
alien-herpetofauna-belgium:taxon:584c397bee0d1e9af38cf6400a07af86,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2015/2015,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:58e54c752ab1a10d28157e225f283408,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2023,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:59464973fe73bb7ce6c6f41b8db2c469,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2009/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:59464973fe73bb7ce6c6f41b8db2c469,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,1975/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:59464973fe73bb7ce6c6f41b8db2c469,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2009/2024,Natagora,
alien-herpetofauna-belgium:taxon:5bc276d3137bc16f629b43e251aa6675,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:5c173337ff181527acde9b275d17ae48,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2010,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:5f4c8aad83dea48eb1aadf0ac0b2bd08,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2017,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:609517e9bd98fdd425bbe64828941c99,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2015/2015,https://waarnemingen.be/observation/109769235/,
alien-herpetofauna-belgium:taxon:60d51d0f7f3382357f18763b8d972943,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2005/2018,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:615867d3e0f187d9543e375733aa2483,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,2014/2014,SOS reptiel,in eel shipment
alien-herpetofauna-belgium:taxon:619409b42139334b2517e7b7f3024b48,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,,1967/1967,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",
alien-herpetofauna-belgium:taxon:619409b42139334b2517e7b7f3024b48,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,timberTrade,2015/2019,Hyla database,Eke - Schelde Eke - Schelde t.h.v. Bolveerput (OV)
alien-herpetofauna-belgium:taxon:688173963b84810187d7b83e39b2eaf4,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2020/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,research,2006/2024,"Hyla database | Vogelbescherming Vlaanderen | Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak","campus Drie Eiken Antwerp University, pond with 30 larvae, obs. Bart Vervust"
alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,pet,2006/2024,"Hyla database | Vogelbescherming Vlaanderen | Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak","campus Drie Eiken Antwerp University, pond with 30 larvae, obs. Bart Vervust"
alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,colonising,research,2006/2024,Natagora,
alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,colonising,pet,2006/2024,Natagora,
alien-herpetofauna-belgium:taxon:6c4815cf6cffb1dc157c0eff5c4b4bb4,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,2007/2007,https://www.natuurhulpcentrum.be/giftige-aspisadder-reist-mee-naar-belgie--2/,
alien-herpetofauna-belgium:taxon:70293e0e1a8626d282e2ce4fa38ab7c9,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,otherTransport,2011/2011,https://rainne.natagora.be/fileadmin/Rainne/Echo_des_rainettes/EDR_septembre_12.pdf,
alien-herpetofauna-belgium:taxon:708c65892ee9c610281537e9a4b2c11f,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2017,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:74b25254434e727a0212512792e97d52,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2018/2018,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:74b25254434e727a0212512792e97d52,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2018,https://www.gbif.org/occurrence/download/0055570-200613084148143,
alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,,1962/1962,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",
alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,1996/2024,"Jooris, R. & Lehouck, M. (2007). De Muurhagedis in Vlaanderen. Natuur.focus 6(4):123-129",vicinity of railway station of Leuven
alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,1996/2024,"Jooris, R. & Lehouck, M. (2007). De Muurhagedis in Vlaanderen. Natuur.focus 6(4):123-129",vicinity of railway station of Leuven
alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,,,Natagora,
alien-herpetofauna-belgium:taxon:792632118267d7cf07d4580725dc6db1,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,otherTransport,2012/2013,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:7adb36eb57a395c0809e0b8c554c5186,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2018,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:7b142018a287e0bcd4af825d5841c1fe,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2015/2017,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:7b142018a287e0bcd4af825d5841c1fe,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:7b142018a287e0bcd4af825d5841c1fe,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2014/2019,Natagora,
alien-herpetofauna-belgium:taxon:7c135fd9079e223ad0ca34d4a62d80ec,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2010/2019,SOS reptiel,
alien-herpetofauna-belgium:taxon:7e36f4d687be5db219fbfe1840caabad,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:7e36f4d687be5db219fbfe1840caabad,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,,Natagora,
alien-herpetofauna-belgium:taxon:7fb8eb61b344870fd5c213fb758ced9f,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2018/2018,https://www.hln.be/dieren/brussel-zit-vol-verboden-schildpadden~a117b570/,
alien-herpetofauna-belgium:taxon:7fb8eb61b344870fd5c213fb758ced9f,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2006/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:8a73e9512915fc9323a66e184153b12d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2021/2021,Hyla werkgroep,
alien-herpetofauna-belgium:taxon:8a73e9512915fc9323a66e184153b12d,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2022/2022,Natagora,
