taxonID,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
alien-herpetofauna-belgium:taxon:8af8066994b713cf090e576eb71c0ec8,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,pet,2006/2024,https://www.natuurpunt.be/nieuws/taiwanese-rattenslang-plant-zich-voort-vlaanderen-20150625 | GBIF-waarnemingen,subspecies taeniura from china (Elaphe taeniura taeniura)
alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,pet,2004/2006,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep",
alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,widespreadInvasive,pet,2000/2024,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep | GBIF-waarnemingen",
alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,pet,2020/2020,Natagora,
alien-herpetofauna-belgium:taxon:8ede2894773606a7de58434a57249916,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2014/2016,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:9103d24bd38c199b9bfb760a140d9c22,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2014/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:9103d24bd38c199b9bfb760a140d9c22,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2019/2019,https://lameuse-namur.sudinfo.be/429768/article/2019-08-28/beaumont-les-pompiers-ont-capture-un-serpent,
alien-herpetofauna-belgium:taxon:93f032ef550764f09f06b824bfe26168,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,landscapeImprovement,2011/2012,https://www.natuurpunt.be/nieuws/spaanse-ribbensalamanders-weggevangen-neeroeteren-20120710,eradicated
alien-herpetofauna-belgium:taxon:942b9af8aae3ca69d2016d7960dc6956,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2014/2017,SOS reptiel | Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:94ea9f049eededaa180f694e63d1d3b1,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,,2009/2009,https://rainne.natagora.be/fileadmin/Rainne/Echo_des_rainettes/EDR_septembre_12.pdf,
alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,landscapeImprovement,1996/2024,Own observations | Firsthand accounts,
alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,conservationOrWildlifeManagement,1996/2024,Own observations | Firsthand accounts,
alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,landscapeImprovement,1968/2024,Hyla werkgroep,
alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,conservationOrWildlifeManagement,1968/2024,Hyla werkgroep,
alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,contaminantNursery,1968/2024,Hyla werkgroep,
alien-herpetofauna-belgium:taxon:98508dcb90614aaaa27694fb8811b7f5,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2019/2019,https://www.bruzz.be/videoreeks/dinsdag-6-augustus-2019/video-exotische-hagedis-uit-josaphatpark-krijgt-opvang,
alien-herpetofauna-belgium:taxon:98508dcb90614aaaa27694fb8811b7f5,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2015/2015,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:9934d40be84374769038fa5ad2b00afe,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2017/2017,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:9c2b9edf5a172a0a478508f6222e219d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2017,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:a2f6659d4f35ebf54be57458b7ff1e3a,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2016/2021,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:a2f6659d4f35ebf54be57458b7ff1e3a,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2016/2021,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:a3bfde56eee7e6b09c5248291b4951d4,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,contaminantNursery,2018/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:a4c9bbe8492ef7ef785100821f0c72ec,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2013/2019,https://nnieuws.be/artikel/tapijtpython-zorgt-voor-paniek-pulle-vrijdagmorgen-gevonden | Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:a62288431e07ca1ed25a5197d12e85aa,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2017/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:a8227b4300e97b359e0f92eea126b814,ISO_3166-2:BE-VLG,Flemish Region,BE,present,nativeReintroduced,reproducing,landscapeImprovement,2021/2024,Own observations,extinct species in Flanders
alien-herpetofauna-belgium:taxon:a8227b4300e97b359e0f92eea126b814,ISO_3166-2:BE-VLG,Flemish Region,BE,present,nativeReintroduced,reproducing,pet,2021/2024,Own observations,extinct species in Flanders
alien-herpetofauna-belgium:taxon:a8227b4300e97b359e0f92eea126b814,ISO_3166-2:BE-VLG,Flemish Region,BE,present,nativeReintroduced,reproducing,contaminantNursery,2021/2024,Own observations,extinct species in Flanders
alien-herpetofauna-belgium:taxon:a8d22ed9e734acf1498bb6dc78a2dab8,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2022/2022,SOS reptiel,
alien-herpetofauna-belgium:taxon:aad6c377da61735b1c5461e877edf03f,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2001/2007,Hyla databank,
alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,,1998/1998,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",
alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,otherTransport,2004/2024,Anonymus (2008). Hagedissen uit meer zuidelijke regio’s van Europa nu ook in Vlaanderen. Hyla flits 2008/3,
alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,pet,2004/2024,Anonymus (2008). Hagedissen uit meer zuidelijke regio’s van Europa nu ook in Vlaanderen. Hyla flits 2008/3,
alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,timberTrade,2004/2024,Anonymus (2008). Hagedissen uit meer zuidelijke regio’s van Europa nu ook in Vlaanderen. Hyla flits 2008/3,
alien-herpetofauna-belgium:taxon:af911b1a1272da9d074476a58015386f,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2013/2020,SOS reptiel | Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:aff6ade6b4337dc7d013ff4a68cc6844,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2009/2009,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:b2b84c6800419a61f2ee3cfa5e307003,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2012/2012,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:b3937580b3480bf2a7fb31d1264dd868,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2017,SOS reptiel,
alien-herpetofauna-belgium:taxon:b64e66af996f4badffe7af288c533eb9,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2011/2011,https://www.knack.be/nieuws/giftige-ratelslang-gevonden-langs-e19/,
alien-herpetofauna-belgium:taxon:b6bf32ff95c447d093d9eb83b35e9698,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2014/2014,SOS reptiel,
alien-herpetofauna-belgium:taxon:baa07d3d85472a0bd2764ace88c43d82,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2014/2014,SOS reptiel,
alien-herpetofauna-belgium:taxon:bac87166164a69df139f1528287ae5ae,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2018,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:bb23434656bc1cab99558f07ecf23257,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2021/2021,SOS reptiel,
alien-herpetofauna-belgium:taxon:bb4d2c2b43952801e5ee4aa52fdef223,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2006/2006,Anonymus (2006). Waarneming van een Vuursalamander uit Portugal te Oostende. Hyla flits 2006/5 (september - december 2006),
alien-herpetofauna-belgium:taxon:bfcc3b0818bbb98a7b2ee4e54116386c,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2014/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:bfcc3b0818bbb98a7b2ee4e54116386c,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:bfcc3b0818bbb98a7b2ee4e54116386c,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2013/2020,Natagora,
alien-herpetofauna-belgium:taxon:c06d2716c21a95e2dfbee9d8b3e6f26d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2020/2020,SOS reptiel,
alien-herpetofauna-belgium:taxon:c0c9cd1c21da4c817adb6003f8bb5bd7,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,released,pet,1877/1897,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",
alien-herpetofauna-belgium:taxon:c0c9cd1c21da4c817adb6003f8bb5bd7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,landscapeImprovement,2018/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:c0c9cd1c21da4c817adb6003f8bb5bd7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:c2da78106f71af0c16caa8376d4834d6,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2019,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:c4e337cdf3f808ff3e4f612db69f2aa7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2021/2021,Firsthand account,
alien-herpetofauna-belgium:taxon:c53ba30dc2319c9f31d074420251f777,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2018/2018,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:c744d57c2c1a6dc9b72467bc066640c7,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2012,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:c853660656a6faf1dbf25b120a37fb69,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2018,SOS reptiel | Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:cad99dfac5d13fd88f386ea0214c60a3,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,1993/1994,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",
alien-herpetofauna-belgium:taxon:cb211c2957617d0f0ab81e7b8333ebfe,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2021/2021,SOS reptiel,
alien-herpetofauna-belgium:taxon:cb64e2a4146c6a849a072d1edc83ae43,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2021/2021,Hyla werkgroep,
alien-herpetofauna-belgium:taxon:cd49a0416885c2e883d12561289d6614,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,1993/1994,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",
alien-herpetofauna-belgium:taxon:cec9b34e435dab7b703ae88b3c9c686b,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2014,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:d10a2f81ec69b7de222c600d82d85c65,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2018/2018,Own observation,
alien-herpetofauna-belgium:taxon:d4b7adfe4d5857a15e3a05b676398888,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2013/2020,https://www.hbvl.be/cnt/dmf20200724_95741235 | Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:d4b7adfe4d5857a15e3a05b676398888,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,,Natagora,
alien-herpetofauna-belgium:taxon:d4e4618bd9c2f81c096cb372dd78b33d,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2009/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:d4e4618bd9c2f81c096cb372dd78b33d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,1975/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:d513d682fdd52536c12f3318c46c81b2,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2023/2023,https://waarnemingen.be/observation/275826438/,
alien-herpetofauna-belgium:taxon:d72168ac44c60424d6781eb17fff357e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen | SOS reptiel",
alien-herpetofauna-belgium:taxon:d72168ac44c60424d6781eb17fff357e,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,,Natagora,
alien-herpetofauna-belgium:taxon:d98583b9eb43e884fdb10e6db7cf0d50,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2015/2015,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:db2e5b8fb798afe736d22f7ae3c1a3e3,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2013/2013,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:ddaf32d3e3009ae6baee5fd654ce42af,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2022/2022,"https://www.vrt.be/vrtnws/nl/2022/04/06/giftige-adder-pelt/#:~:text=De%20Palestijnse%20adder%20kroop%20rond,Belgi%C3%AB%20geen%20tegengif%20voor%20bestaat.&text=Dilissen%20Logistics%20in%20Pelt%20verwittigde,in%20een%20lading%20uit%20Isra%C3%ABl.",
alien-herpetofauna-belgium:taxon:de10c9dd3e8845310c5f50ba9677691e,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2013/2018,SOS reptiel | Vogelbescherming Vlaanderen | Own observation,
alien-herpetofauna-belgium:taxon:df7a6aafcefb4823202aa3bfe6f8ad59,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2013/2013,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:e2ebcc22f42f1657be8bd16ffcf20406,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2020/2021,SOS reptiel,
alien-herpetofauna-belgium:taxon:e3183249eb168863b68db6b070f2b724,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2012/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | News article | Vogelbescherming Vlaanderen | SOS reptiel",
alien-herpetofauna-belgium:taxon:e4e0c83e09cbcdffaea058abdfcfb10d,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2017,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:e718a5157d8df94fca60e574b75e76af,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2017,SOS reptiel,
alien-herpetofauna-belgium:taxon:e8398ebb5bc90926dc173029b4791ee0,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2019/2019,Vogelbescherming Vlaanderen,
alien-herpetofauna-belgium:taxon:ef3160b26c1f70d22f528507d9946a05,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,reproducing,pet,2006/2024,https://waarnemingen.be/species/26707/observations/?date_after=2000-08-02&date_before=2024-08-01&country_division=&search=&advanced=on&user=&location=&sex=&month=&life_stage=&activity=&method=&validation_status=,
alien-herpetofauna-belgium:taxon:efa6a6192af8fd2b5b8d4a1ea1b5f0e0,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,1935/2017,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:efa6a6192af8fd2b5b8d4a1ea1b5f0e0,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",
alien-herpetofauna-belgium:taxon:efa6a6192af8fd2b5b8d4a1ea1b5f0e0,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2019/2020,Natagora,
alien-herpetofauna-belgium:taxon:f071e3c4f985f734e14d7e4b72e971b9,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2015/2015,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,otherTransport,2006/2024,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep",Putatively introduced by Bulgarian trucker in Wetteren Belgium in 1975
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,pet,2006/2024,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep",Putatively introduced by Bulgarian trucker in Wetteren Belgium in 1975
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,widespreadInvasive,otherTransport,1975/2024,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep | GBIF-waarnemingen",Putatively introduced by Bulgarian trucker in Wetteren Belgium in 1975
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,widespreadInvasive,pet,1975/2024,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep | GBIF-waarnemingen",Putatively introduced by Bulgarian trucker in Wetteren Belgium in 1975
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,widespreadInvasive,otherTransport,1992/2024,Natagora,
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,widespreadInvasive,pet,1992/2024,Natagora,
